ccode,iso3c,countryname,year,month,quarter,source,troops_ad,army_ad,navy_ad,air_force_ad,marine_corps_ad,coast_guard_ad,space_force_ad,army_national_guard,air_national_guard,army_reserve,navy_reserve,marine_corps_reserve,air_force_reserve,coast_guard_reserve,total_selected_reserve,army_civilian,navy_civilian,marine_corps_civilian,air_force_civilian,dod_civilian,total_civilian,year_quarter,troops_all,region
41,HTI,Haiti,1965,June,2,Kane 2006,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1965.2,6,Latin America & Caribbean
41,HTI,Haiti,1965,September,3,September 1965,6,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1965.3,6,Latin America & Caribbean
41,HTI,Haiti,1966,June,2,Kane 2006,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1966.2,6,Latin America & Caribbean
41,HTI,Haiti,1966,September,3,September 1966,6,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1966.3,6,Latin America & Caribbean
41,HTI,Haiti,1967,June,2,Kane 2006,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1967.2,6,Latin America & Caribbean
41,HTI,Haiti,1967,September,3,September 1967,6,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1967.3,6,Latin America & Caribbean
41,HTI,Haiti,1968,June,2,Kane 2006,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1968.2,6,Latin America & Caribbean
41,HTI,Haiti,1968,September,3,September 1968,6,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1968.3,6,Latin America & Caribbean
41,HTI,Haiti,1969,June,2,Kane 2006,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1969.2,7,Latin America & Caribbean
41,HTI,Haiti,1969,September,3,September 1969,7,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1969.3,7,Latin America & Caribbean
41,HTI,Haiti,1970,June,2,Kane 2006,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1970.2,8,Latin America & Caribbean
41,HTI,Haiti,1970,September,3,September 1970,8,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1970.3,8,Latin America & Caribbean
41,HTI,Haiti,1971,June,2,Kane 2006,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1971.2,9,Latin America & Caribbean
41,HTI,Haiti,1971,September,3,September 1971,9,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1971.3,9,Latin America & Caribbean
41,HTI,Haiti,1972,June,2,Kane 2006,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1972.2,10,Latin America & Caribbean
41,HTI,Haiti,1972,September,3,September 1972,10,3,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1972.3,10,Latin America & Caribbean
41,HTI,Haiti,1973,June,2,Kane 2006,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1973.2,9,Latin America & Caribbean
41,HTI,Haiti,1973,September,3,September 1973,9,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1973.3,9,Latin America & Caribbean
41,HTI,Haiti,1974,June,2,Kane 2006,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1974.2,9,Latin America & Caribbean
41,HTI,Haiti,1974,September,3,September 1974,9,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1974.3,9,Latin America & Caribbean
41,HTI,Haiti,1975,June,2,Kane 2006,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1975.2,9,Latin America & Caribbean
41,HTI,Haiti,1975,September,3,September 1975,176,3,167,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1975.3,176,Latin America & Caribbean
41,HTI,Haiti,1976,June,2,Kane 2006,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1976.2,7,Latin America & Caribbean
41,HTI,Haiti,1976,September,3,September 1976,7,3,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1976.3,7,Latin America & Caribbean
41,HTI,Haiti,1977,June,2,Kane 2006,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1977.2,10,Latin America & Caribbean
41,HTI,Haiti,1977,September,3,September 1977,10,3,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1977.3,10,Latin America & Caribbean
41,HTI,Haiti,1978,June,2,Kane 2006,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1978.2,11,Latin America & Caribbean
41,HTI,Haiti,1978,September,3,September 1978,11,3,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1978.3,11,Latin America & Caribbean
41,HTI,Haiti,1979,June,2,Kane 2006,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1979.2,12,Latin America & Caribbean
41,HTI,Haiti,1979,September,3,September 1979,12,3,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1979.3,12,Latin America & Caribbean
41,HTI,Haiti,1980,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1980.2,13,Latin America & Caribbean
41,HTI,Haiti,1980,September,3,September 1980,13,3,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1980.3,13,Latin America & Caribbean
41,HTI,Haiti,1981,June,2,Kane 2006,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1981.2,8,Latin America & Caribbean
41,HTI,Haiti,1981,September,3,September 1981,8,1,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1981.3,8,Latin America & Caribbean
41,HTI,Haiti,1982,June,2,Kane 2006,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1982.2,11,Latin America & Caribbean
41,HTI,Haiti,1982,September,3,September 1982,11,2,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1982.3,11,Latin America & Caribbean
41,HTI,Haiti,1983,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1983.2,13,Latin America & Caribbean
41,HTI,Haiti,1983,September,3,September 1983,13,3,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1983.3,13,Latin America & Caribbean
41,HTI,Haiti,1984,June,2,Kane 2006,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1984.2,12,Latin America & Caribbean
41,HTI,Haiti,1984,September,3,September 1984,12,4,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1984.3,12,Latin America & Caribbean
41,HTI,Haiti,1985,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1985.2,13,Latin America & Caribbean
41,HTI,Haiti,1985,September,3,September 1985,13,4,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1985.3,13,Latin America & Caribbean
41,HTI,Haiti,1986,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1986.2,13,Latin America & Caribbean
41,HTI,Haiti,1986,September,3,September 1986,13,4,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1986.3,13,Latin America & Caribbean
41,HTI,Haiti,1987,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1987.2,13,Latin America & Caribbean
41,HTI,Haiti,1987,September,3,September 1987,13,5,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1987.3,13,Latin America & Caribbean
41,HTI,Haiti,1988,June,2,Kane 2006,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1988.2,15,Latin America & Caribbean
41,HTI,Haiti,1988,September,3,September 1988,15,5,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1988.3,15,Latin America & Caribbean
41,HTI,Haiti,1989,June,2,Kane 2006,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1989.2,14,Latin America & Caribbean
41,HTI,Haiti,1989,September,3,September 1989,14,6,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1989.3,14,Latin America & Caribbean
41,HTI,Haiti,1990,June,2,Kane 2006,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1990.2,14,Latin America & Caribbean
41,HTI,Haiti,1990,September,3,September 1990,14,5,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1990.3,14,Latin America & Caribbean
41,HTI,Haiti,1991,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1991.2,13,Latin America & Caribbean
41,HTI,Haiti,1991,September,3,September 1991,13,4,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1991.3,13,Latin America & Caribbean
41,HTI,Haiti,1992,June,2,Kane 2006,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1992.2,14,Latin America & Caribbean
41,HTI,Haiti,1992,September,3,September 1992,14,4,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1992.3,14,Latin America & Caribbean
41,HTI,Haiti,1993,June,2,Kane 2006,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1993.2,12,Latin America & Caribbean
41,HTI,Haiti,1993,September,3,September 1993,12,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1993.3,12,Latin America & Caribbean
41,HTI,Haiti,1994,June,2,Kane 2006,17495,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1994.2,17495,Latin America & Caribbean
41,HTI,Haiti,1994,September,3,September 1994,17495,17484,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1994.3,17495,Latin America & Caribbean
41,HTI,Haiti,1995,June,2,Kane 2006,1616,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1995.2,1616,Latin America & Caribbean
41,HTI,Haiti,1995,September,3,September 1995,1616,1600,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1995.3,1616,Latin America & Caribbean
41,HTI,Haiti,1996,June,2,Kane 2006,277,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1996.2,277,Latin America & Caribbean
41,HTI,Haiti,1996,September,3,September 1996,277,253,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1996.3,277,Latin America & Caribbean
41,HTI,Haiti,1997,June,2,Kane 2006,239,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1997.2,239,Latin America & Caribbean
41,HTI,Haiti,1997,September,3,September 1997,239,204,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1997.3,239,Latin America & Caribbean
41,HTI,Haiti,1998,June,2,Kane 2006,356,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1998.2,356,Latin America & Caribbean
41,HTI,Haiti,1998,September,3,September 1998,356,300,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1998.3,356,Latin America & Caribbean
41,HTI,Haiti,1999,June,2,Kane 2006,59,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1999.2,59,Latin America & Caribbean
41,HTI,Haiti,1999,September,3,September 1999,59,4,0,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1999.3,59,Latin America & Caribbean
41,HTI,Haiti,2000,June,2,Kane 2006,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2000.2,21,Latin America & Caribbean
41,HTI,Haiti,2000,September,3,September 2000,21,3,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2000.3,21,Latin America & Caribbean
41,HTI,Haiti,2001,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2001.2,13,Latin America & Caribbean
41,HTI,Haiti,2001,September,3,September 2001,13,4,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2001.3,13,Latin America & Caribbean
41,HTI,Haiti,2002,June,2,Kane 2006,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2002.2,15,Latin America & Caribbean
41,HTI,Haiti,2002,September,3,September 2002,15,7,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2002.3,15,Latin America & Caribbean
41,HTI,Haiti,2003,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2003.2,13,Latin America & Caribbean
41,HTI,Haiti,2003,September,3,September 2003,13,6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2003.3,13,Latin America & Caribbean
41,HTI,Haiti,2004,June,2,Kane 2006,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2004.2,26,Latin America & Caribbean
41,HTI,Haiti,2004,September,3,September 2004,26,5,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2004.3,26,Latin America & Caribbean
41,HTI,Haiti,2005,June,2,Kane 2006,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2005.2,14,Latin America & Caribbean
41,HTI,Haiti,2005,September,3,September 2005,14,6,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2005.3,14,Latin America & Caribbean
41,HTI,Haiti,2006,June,2,Kane 2006,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2006.2,11,Latin America & Caribbean
41,HTI,Haiti,2006,September,3,September 2006,11,5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2006.3,11,Latin America & Caribbean
41,HTI,Haiti,2007,June,2,Kane 2006,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2007.2,12,Latin America & Caribbean
41,HTI,Haiti,2007,September,3,September 2007,12,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2007.3,12,Latin America & Caribbean
41,HTI,Haiti,2008,June,2,Kane 2006,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2008.2,31,Latin America & Caribbean
41,HTI,Haiti,2008,September,3,September 2008,32,31,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2008.3,32,Latin America & Caribbean
41,HTI,Haiti,2009,June,2,Kane 2006,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2009.2,6,Latin America & Caribbean
41,HTI,Haiti,2009,September,3,September 2009,7,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2009.3,7,Latin America & Caribbean
41,HTI,Haiti,2010,June,2,Kane 2006,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2010.2,7,Latin America & Caribbean
41,HTI,Haiti,2010,September,3,September 2010,8,5,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4,2010.3,8,Latin America & Caribbean
41,HTI,Haiti,2011,June,2,Kane 2006,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2011.2,7,Latin America & Caribbean
41,HTI,Haiti,2011,September,3,September 2011,10,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2011.3,10,Latin America & Caribbean
41,HTI,Haiti,2012,June,2,Kane 2006,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2012.2,14,Latin America & Caribbean
41,HTI,Haiti,2012,September,3,September 2012,16,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2012.3,16,Latin America & Caribbean
41,HTI,Haiti,2013,December,4,December 2013,16,5,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2013.4,16,Latin America & Caribbean
41,HTI,Haiti,2013,June,2,Kane 2006,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2013.2,13,Latin America & Caribbean
41,HTI,Haiti,2013,September,3,September 2013,15,6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2013.3,15,Latin America & Caribbean
41,HTI,Haiti,2014,December,4,December 2014,14,5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2014.4,14,Latin America & Caribbean
41,HTI,Haiti,2014,June,2,June 2014,25,6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2014.2,25,Latin America & Caribbean
41,HTI,Haiti,2014,March,1,March 2014,15,6,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2014.1,15,Latin America & Caribbean
41,HTI,Haiti,2014,September,3,September 2014,13,5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2014.3,13,Latin America & Caribbean
41,HTI,Haiti,2015,December,4,December 2015,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2015.4,2,Latin America & Caribbean
41,HTI,Haiti,2015,June,2,June 2015,28,6,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2015.2,28,Latin America & Caribbean
41,HTI,Haiti,2015,March,1,March 2015,13,5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2015.1,13,Latin America & Caribbean
41,HTI,Haiti,2015,September,3,September 2015,14,5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,0,0,0,5,2015.3,14,Latin America & Caribbean
41,HTI,Haiti,2016,December,4,December 2016,6,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,0,0,0,6,2016.4,6,Latin America & Caribbean
41,HTI,Haiti,2016,June,2,June 2016,16,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4,2016.2,16,Latin America & Caribbean
41,HTI,Haiti,2016,March,1,March 2016,13,3,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4,2016.1,13,Latin America & Caribbean
41,HTI,Haiti,2016,September,3,September 2016,5,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4,2016.3,5,Latin America & Caribbean
41,HTI,Haiti,2017,December,4,December 2017,13,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2017.4,13,Latin America & Caribbean
41,HTI,Haiti,2017,June,2,June 2017,28,4,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,3,2017.2,28,Latin America & Caribbean
41,HTI,Haiti,2017,March,1,March 2017,7,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,3,2017.1,7,Latin America & Caribbean
41,HTI,Haiti,2017,September,3,September 2017,14,3,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2017.3,14,Latin America & Caribbean
41,HTI,Haiti,2018,December,4,December 2018,14,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2018.4,14,Latin America & Caribbean
41,HTI,Haiti,2018,June,2,June 2018,24,3,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2018.2,24,Latin America & Caribbean
41,HTI,Haiti,2018,March,1,March 2018,12,3,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2018.1,12,Latin America & Caribbean
41,HTI,Haiti,2018,September,3,September 2018,13,3,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2018.3,13,Latin America & Caribbean
41,HTI,Haiti,2019,December,4,December 2019,14,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.4,14,Latin America & Caribbean
41,HTI,Haiti,2019,June,2,June 2019,21,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.2,21,Latin America & Caribbean
41,HTI,Haiti,2019,March,1,March 2019,11,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.1,11,Latin America & Caribbean
41,HTI,Haiti,2019,September,3,September 2019,12,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.3,12,Latin America & Caribbean
41,HTI,Haiti,2020,December,4,December 2020,13,4,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2020.4,13,Latin America & Caribbean
41,HTI,Haiti,2020,June,2,June 2020,25,5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2020.2,25,Latin America & Caribbean
41,HTI,Haiti,2020,March,1,March 2020,13,5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2020.1,13,Latin America & Caribbean
41,HTI,Haiti,2020,September,3,September 2020,14,5,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2020.3,14,Latin America & Caribbean
41,HTI,Haiti,2021,December,4,December 2021,16,4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2021.4,16,Latin America & Caribbean
41,HTI,Haiti,2021,June,2,June 2021,30,4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2021.2,30,Latin America & Caribbean
41,HTI,Haiti,2021,March,1,March 2021,15,4,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2021.1,15,Latin America & Caribbean
41,HTI,Haiti,2021,September,3,September 2021,16,3,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2021.3,16,Latin America & Caribbean
41,HTI,Haiti,2022,December,4,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2022.4,NA,Latin America & Caribbean
41,HTI,Haiti,2022,June,2,June 2022,15,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2022.2,15,Latin America & Caribbean
41,HTI,Haiti,2022,March,1,March 2022,17,4,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2022.1,17,Latin America & Caribbean
41,HTI,Haiti,2022,September,3,September 2022,16,4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2022.3,16,Latin America & Caribbean
41,HTI,Haiti,2023,December,4,December 2023,16,4,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2023.4,16,Latin America & Caribbean
41,HTI,Haiti,2023,June,2,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.2,NA,Latin America & Caribbean
41,HTI,Haiti,2023,March,1,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.1,NA,Latin America & Caribbean
41,HTI,Haiti,2023,September,3,September 2023,14,4,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2023.3,14,Latin America & Caribbean
41,HTI,Haiti,2024,December,4,December 2024,11,3,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2024.4,11,Latin America & Caribbean
41,HTI,Haiti,2024,June,2,June 2024,16,4,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2024.2,16,Latin America & Caribbean
41,HTI,Haiti,2024,March,1,March 2024,54,4,0,0,48,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2024.1,54,Latin America & Caribbean
41,HTI,Haiti,2024,September,3,September 2024,18,6,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2024.3,18,Latin America & Caribbean
41,HTI,Haiti,2025,December,4,December 2025,16,4,0,0,11,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.4,16,Latin America & Caribbean
41,HTI,Haiti,2025,June,2,June 2025,16,3,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.2,16,Latin America & Caribbean
41,HTI,Haiti,2025,March,1,March 2025,16,4,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,2025.1,16,Latin America & Caribbean
41,HTI,Haiti,2025,September,3,September 2025,17,4,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.3,17,Latin America & Caribbean
42,DOM,Dominican Republic,1950,June,2,June 1950,26,0,7,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1950.2,26,Latin America & Caribbean
